StartTime: 2020-09-24 17:40:40.285
address	Time(s)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)
0x50	 17:41:01.557	-80.9326	68.7866	-38.0859	-46.9171	-32.7832	91.4832	0.00
0x50	 17:41:01.567	36.6821	61.7676	-59.5093	-47.2467	-32.5305	90.5933	0.00
0x50	 17:41:01.577	36.6821	61.7676	-59.5093	-46.9775	-32.3932	89.6704	0.00
0x50	 17:41:01.587	111.3892	-71.2280	-185.8521	-46.1096	-32.3547	88.7146	0.00
0x50	 17:41:01.597	111.3892	-71.2280	-185.8521	-44.9011	-33.2281	87.7972	0.00
0x50	 17:41:01.607	137.3901	-76.5381	-247.9248	-43.2861	-34.9969	86.8579	0.00
0x50	 17:41:01.619	137.3901	-76.5381	-247.9248	-41.2756	-36.9855	85.5231	0.00
0x50	 17:41:01.626	125.7935	50.5981	-222.8394	-38.8092	-39.1718	83.7268	0.00
0x50	 17:41:01.636	125.7935	50.5981	-222.8394	-35.9967	-40.6659	81.3757	0.00
0x50	 17:41:01.646	100.8911	2.3804	-141.1133	-32.9041	-41.4459	78.5413	0.00
0x50	 17:41:01.680	100.8911	2.3804	-141.1133	-30.2399	-42.0831	76.2012	0.00
0x50	 17:41:01.680	75.4395	-31.4941	-48.0957	-28.0316	-42.6270	74.3829	0.00
0x50	 17:41:01.680	75.4395	-31.4941	-48.0957	-26.3507	-43.1158	73.1854	0.00
0x50	 17:41:01.686	77.1484	-50.1709	-16.3574	-25.2136	-43.5773	72.6306	0.00
0x50	 17:41:01.696	77.1484	-50.1709	-16.3574	-24.2139	-44.0936	72.3065	0.00
0x50	 17:41:01.706	13.3667	-131.7749	-71.6553	-23.3569	-44.6704	72.2131	0.00
0x50	 17:41:01.716	13.3667	-131.7749	-71.6553	-22.7417	-45.7251	71.9989	0.00
0x50	 17:41:01.726	92.5293	83.6792	-85.0830	-22.3572	-47.2632	71.6473	0.00
0x50	 17:41:01.736	92.5293	83.6792	-85.0830	-21.0333	-47.7905	70.5652	0.00
0x50	 17:41:01.746	273.6206	214.5386	-24.2920	-18.8196	-47.2797	68.8129	0.00
0x50	 17:41:01.756	273.6206	214.5386	-24.2920	-15.7599	-46.0492	67.1814	0.00
0x50	 17:41:01.766	101.7456	143.1274	105.1636	-11.9806	-44.0826	65.8191	0.00
0x50	 17:41:01.776	101.7456	143.1274	105.1636	-9.8602	-42.4127	65.6213	0.00
0x50	 17:41:01.786	-144.1040	97.7783	150.6348	-9.2285	-41.0779	66.4178	0.00
0x50	 17:41:01.796	-144.1040	97.7783	150.6348	-10.1294	-39.9353	67.6208	0.00
0x50	 17:41:01.806	-284.4849	260.3149	35.2173	-12.5134	-38.9410	69.1534	0.00
0x50	 17:41:01.816	-284.4849	260.3149	35.2173	-14.9908	-37.1558	69.6918	0.00
0x50	 17:41:01.827	-239.2578	138.1836	4.6387	-17.5726	-34.6399	69.1974	0.00
0x50	 17:41:01.872	-239.2578	138.1836	4.6387	-19.8853	-32.6733	68.5986	0.00
0x50	 17:41:01.872	9.8877	14.4043	73.6694	-21.9562	-31.2341	67.9504	0.00
0x50	 17:41:01.872	9.8877	14.4043	73.6694	-23.1042	-30.2618	67.9285	0.00
0x50	 17:41:01.872	92.8955	32.7759	107.2388	-23.3350	-29.7290	68.5547	0.00
0x50	 17:41:01.874	92.8955	32.7759	107.2388	-23.2635	-29.0918	69.3842	0.00
0x50	 17:41:01.884	-2.9297	130.5542	87.8906	-22.8900	-28.3557	70.4169	0.00
0x50	 17:41:01.894	-2.9297	130.5542	87.8906	-22.8461	-27.2461	71.1365	0.00
0x50	 17:41:01.904	-52.7954	175.2930	50.5371	-23.1262	-25.7520	71.5430	0.00
0x50	 17:41:01.914	-52.7954	175.2930	50.5371	-23.4998	-24.0985	71.6199	0.00
0x50	 17:41:01.924	4.3335	224.4263	86.4258	-23.9777	-22.2858	71.3672	0.00
0x50	 17:41:01.934	4.3335	224.4263	86.4258	-24.1809	-20.1434	71.1530	0.00
0x50	 17:41:01.944	78.6133	186.2793	122.0093	-24.1205	-17.6715	70.9937	0.00
0x50	 17:41:01.954	78.6133	186.2793	122.0093	-23.7964	-15.3259	71.1310	0.00
0x50	 17:41:01.964	77.4536	34.1187	50.9644	-23.2086	-13.1122	71.5759	0.00
0x50	 17:41:01.975	77.4536	34.1187	50.9644	-22.5879	-11.7444	71.9769	0.00
0x50	 17:41:01.984	238.2813	2.8687	75.2563	-21.9452	-11.2115	72.3340	0.00
0x50	 17:41:01.994	238.2813	2.8687	75.2563	-20.5060	-10.7941	72.8558	0.00
0x50	 17:41:02.004	244.2627	108.5205	74.8291	-18.2922	-10.5029	73.5370	0.00
0x50	 17:41:02.014	244.2627	108.5205	74.8291	-16.0510	-9.7504	74.1028	0.00
0x50	 17:41:02.027	191.6504	71.2891	61.1572	-13.7823	-8.5309	74.5697	0.00
0x50	 17:41:02.076	191.6504	71.2891	61.1572	-11.7664	-7.5037	75.0366	0.00
0x50	 17:41:02.076	159.2407	-25.3906	37.2314	-9.9976	-6.6632	75.4926	0.00
0x50	 17:41:02.076	159.2407	-25.3906	37.2314	-8.4100	-6.3721	75.9485	0.00
0x50	 17:41:02.076	80.4443	-24.4141	-22.0947	-7.0093	-6.6248	76.3824	0.00
0x50	 17:41:02.076	80.4443	-24.4141	-22.0947	-5.9271	-6.9159	76.4868	0.00
0x50	 17:41:02.083	58.8379	23.6816	-32.5317	-5.1691	-7.2290	76.2671	0.00
0x50	 17:41:02.094	58.8379	23.6816	-32.5317	-4.4879	-7.2729	75.9705	0.00
0x50	 17:41:02.103	139.2212	-10.4370	-15.0757	-3.8947	-7.0367	75.5914	0.00
0x50	 17:41:02.114	139.2212	-10.4370	-15.0757	-2.9224	-6.9653	75.3168	0.00
0x50	 17:41:02.123	180.2368	-3.7842	-21.7896	-1.5656	-7.0477	75.1520	0.00
0x50	 17:41:02.133	180.2368	-3.7842	-21.7896	0.0000	-7.1136	74.9487	0.00
0x50	 17:41:02.143	133.6670	4.1504	-52.2461	1.7743	-7.1686	74.7070	0.00
0x50	 17:41:02.153	133.6670	4.1504	-52.2461	3.3508	-7.1521	74.3060	0.00
0x50	 17:41:02.163	137.5122	-39.5508	-47.4854	4.7296	-7.0532	73.7457	0.00
0x50	 17:41:02.173	137.5122	-39.5508	-47.4854	6.1194	-7.1466	73.1909	0.00
0x50	 17:41:02.183	158.6914	-62.7441	-21.2402	7.5201	-7.4268	72.6361	0.00
0x50	 17:41:02.194	158.6914	-62.7441	-21.2402	9.0253	-7.8442	72.1912	0.00
0x50	 17:41:02.203	158.6914	-49.1943	-31.1279	10.6183	-8.4045	71.8451	0.00
0x50	 17:41:02.213	158.6914	-49.1943	-31.1279	12.2223	-8.8879	71.4551	0.00
0x50	 17:41:02.223	180.1758	-25.0244	-26.4893	13.8373	-9.2999	71.0211	0.00
0x50	 17:41:02.235	180.1758	-25.0244	-26.4893	15.5566	-9.5801	70.6311	0.00
0x50	 17:41:02.244	183.6548	-48.1567	-10.5591	17.3804	-9.7174	70.2795	0.00
0x50	 17:41:02.253	183.6548	-48.1567	-10.5591	19.2261	-9.9811	69.9719	0.00
0x50	 17:41:02.263	180.0537	-79.0405	-8.2397	21.0883	-10.3601	69.6808	0.00
0x50	 17:41:02.273	180.0537	-79.0405	-8.2397	22.9669	-10.8984	69.3292	0.00
0x50	 17:41:02.317	136.3525	-59.5703	-16.5405	24.8566	-11.5906	68.9063	0.00
0x50	 17:41:02.317	136.3525	-59.5703	-16.5405	26.5375	-12.1729	68.4668	0.00
0x50	 17:41:02.317	121.2158	-36.5601	-26.5503	28.0042	-12.6453	68.0219	0.00
0x50	 17:41:02.317	121.2158	-36.5601	-26.5503	29.3555	-12.9694	67.5989	0.00
0x50	 17:41:02.323	193.9087	-88.0737	-18.9209	30.5804	-13.1396	67.2089	0.00
0x50	 17:41:02.333	193.9087	-88.0737	-18.9209	32.2064	-13.5352	66.7090	0.00
0x50	 17:41:02.342	205.4443	-99.7925	-16.9678	34.2444	-14.1449	66.0718	0.00
0x50	 17:41:02.352	205.4443	-99.7925	-16.9678	36.4197	-14.8206	65.3741	0.00
0x50	 17:41:02.362	147.8882	-102.6001	-29.0527	38.7378	-15.5402	64.6051	0.00
0x50	 17:41:02.372	147.8882	-102.6001	-29.0527	40.8582	-16.2158	63.7427	0.00
0x50	 17:41:02.383	34.0576	-38.0249	-53.1006	42.7863	-16.8420	62.7869	0.00
0x50	 17:41:02.392	34.0576	-38.0249	-53.1006	44.1266	-17.1112	61.9574	0.00
0x50	 17:41:02.402	-37.8418	7.0190	-49.8657	44.8627	-17.0453	61.2708	0.00
0x50	 17:41:02.412	-37.8418	7.0190	-49.8657	45.1758	-16.7981	60.7654	0.00
0x50	 17:41:02.422	-72.7539	10.1929	-4.3335	45.0659	-16.3806	60.4358	0.00
0x50	 17:41:02.434	-72.7539	10.1929	-4.3335	44.7473	-16.1115	60.2875	0.00
0x50	 17:41:02.442	-143.7988	82.3364	25.0244	44.2145	-15.9906	60.3094	0.00
0x50	 17:41:02.452	-143.7988	82.3364	25.0244	43.2312	-15.7214	60.7050	0.00
0x50	 17:41:02.462	-221.9849	141.3574	30.5176	41.8195	-15.2930	61.4520	0.00
0x50	 17:41:02.514	-221.9849	141.3574	30.5176	39.9463	-14.6393	62.4078	0.00
0x50	 17:41:02.514	-288.9404	169.4336	46.0815	37.6392	-13.7384	63.5449	0.00
0x50	 17:41:02.514	-288.9404	169.4336	46.0815	34.9530	-12.7057	64.7864	0.00
0x50	 17:41:02.514	-288.9404	169.4336	46.0815	31.9098	-11.5192	66.1047	0.00
0x50	 17:41:02.514	-332.2754	178.6499	61.7065	28.9215	-10.2777	67.3462	0.00
0x50	 17:41:02.521	-332.2754	178.6499	61.7065	25.3125	-8.9099	68.7579	0.00
0x50	 17:41:02.531	-293.0908	162.9028	76.8433	21.7694	-7.4652	70.0653	0.00
0x50	 17:41:02.541	-293.0908	162.9028	76.8433	18.5669	-6.1469	71.4166	0.00
0x50	 17:41:02.551	-279.2358	117.2485	69.2749	15.4193	-4.7681	72.6746	0.00
0x50	 17:41:02.561	-279.2358	117.2485	69.2749	12.4146	-3.7628	73.6963	0.00
0x50	 17:41:02.571	-246.0938	88.7451	46.3867	9.4482	-2.7136	74.6521	0.00
0x50	 17:41:02.581	-246.0938	88.7451	46.3867	6.8225	-1.8787	75.2948	0.00
0x50	 17:41:02.591	-220.7642	50.7813	43.2739	4.2242	-1.0107	75.8826	0.00
0x50	 17:41:02.601	-220.7642	50.7813	43.2739	1.9281	-0.5054	76.3605	0.00
0x50	 17:41:02.611	-248.4131	87.9517	39.5508	-0.3406	0.0055	76.8054	0.00
0x50	 17:41:02.621	-248.4131	87.9517	39.5508	-2.8839	0.9119	77.1790	0.00
0x50	 17:41:02.631	-273.9258	90.6372	33.6304	-5.4108	1.8237	77.5085	0.00
0x50	 17:41:02.641	-273.9258	90.6372	33.6304	-8.2123	2.8015	77.7448	0.00
0x50	 17:41:02.651	-166.2598	17.8223	33.8135	-10.9973	3.7903	77.9260	0.00
0x50	 17:41:02.661	-166.2598	17.8223	33.8135	-12.7167	4.0540	78.2446	0.00
0x50	 17:41:02.696	-67.8711	6.6528	36.3159	-14.4305	4.3231	78.5413	0.00
0x50	 17:41:02.696	-67.8711	6.6528	36.3159	-15.1886	4.4769	78.9093	0.00
0x50	 17:41:02.696	-41.7480	35.1563	31.0669	-15.9412	4.6307	79.2664	0.00
0x50	 17:41:02.701	-41.7480	35.1563	31.0669	-16.4630	5.0482	79.4971	0.00
0x50	 17:41:02.711	41.5039	9.2773	-4.6387	-16.9794	5.4657	79.7278	0.00
0x50	 17:41:02.721	41.5039	9.2773	-4.6387	-16.6937	5.5426	79.6893	0.00
0x50	 17:41:02.731	151.1230	-52.3071	-38.6353	-16.4081	5.6140	79.6509	0.00
0x50	 17:41:02.741	151.1230	-52.3071	-38.6353	-15.0348	5.0262	79.4476	0.00
0x50	 17:41:02.750	224.5483	-92.7734	-42.0532	-13.6725	4.4440	79.2334	0.00
0x50	 17:41:02.761	224.5483	-92.7734	-42.0532	-11.5576	3.4717	79.0466	0.00
0x50	 17:41:02.770	255.1270	-102.6001	-51.8799	-9.4592	2.5159	78.8324	0.00
0x50	 17:41:02.780	255.1270	-102.6001	-51.8799	-7.0313	1.4337	78.4753	0.00
0x50	 17:41:02.790	253.5400	-104.9805	-72.6929	-4.6143	0.3735	78.0798	0.00
0x50	 17:41:02.801	253.5400	-104.9805	-72.6929	-2.1259	-0.6702	77.3932	0.00
0x50	 17:41:02.810	234.8022	-109.8633	-78.4912	0.3516	-1.6864	76.6736	0.00
0x50	 17:41:02.826	234.8022	-109.8633	-78.4912	2.7411	-2.7686	75.8167	0.00
0x50	 17:41:02.830	220.0928	-90.5151	-78.6133	5.1361	-3.8068	74.9213	0.00
0x50	 17:41:02.843	220.0928	-90.5151	-78.6133	7.5256	-4.6362	73.9709	0.00
0x50	 17:41:02.880	164.0625	-89.9658	-62.2559	9.9152	-5.4163	72.9932	0.00
0x50	 17:41:02.881	164.0625	-89.9658	-62.2559	11.8542	-6.2238	72.1362	0.00
0x50	 17:41:02.881	86.4258	-59.8755	-43.1519	13.7933	-6.9928	71.2573	0.00
0x50	 17:41:02.881	86.4258	-59.8755	-43.1519	14.9744	-7.5201	70.6256	0.00
0x50	 17:41:02.890	-6.5918	-9.5215	-23.7427	16.1609	-8.0365	69.9829	0.00
0x50	 17:41:02.901	-6.5918	-9.5215	-23.7427	16.3641	-8.1079	69.6643	0.00
0x50	 17:41:02.911	-68.5425	18.0054	0.0610	16.5729	-8.1793	69.3402	0.00
0x50	 17:41:02.920	-68.5425	18.0054	0.0610	16.1005	-8.0365	69.3292	0.00
0x50	 17:41:02.930	-125.7324	33.3252	28.9917	15.6335	-7.8992	69.3127	0.00
0x50	 17:41:02.940	-125.7324	33.3252	28.9917	14.5514	-7.6904	69.6149	0.00
0x50	 17:41:02.950	-215.2710	96.7407	50.6592	13.4857	-7.4817	69.9115	0.00
0x50	 17:41:02.960	-215.2710	96.7407	50.6592	11.4148	-6.6907	70.5542	0.00
0x50	 17:41:02.969	-279.1138	147.9492	55.9082	9.3768	-5.8887	71.1694	0.00
0x50	 17:41:02.980	-279.1138	147.9492	55.9082	6.5204	-4.4934	71.9055	0.00
0x50	 17:41:02.990	-269.0430	120.6055	49.9878	3.7079	-3.0707	72.5647	0.00
0x50	 17:41:02.999	-269.0430	120.6055	49.9878	0.9229	-1.8457	73.1250	0.00
0x50	 17:41:03.009	-254.0283	95.9473	49.4995	-1.8292	-0.6042	73.6194	0.00
0x50	 17:41:03.019	-254.0283	95.9473	49.4995	-4.4714	0.4120	74.0918	0.00
0x50	 17:41:03.029	-239.6851	79.0405	40.5884	-7.0862	1.4447	74.5093	0.00
0x50	 17:41:03.042	-239.6851	79.0405	40.5884	-9.5911	2.3071	74.8389	0.00
0x50	 17:41:03.049	-190.8569	55.1147	25.2075	-12.0795	3.1750	75.1245	0.00
0x50	 17:41:03.059	-190.8569	55.1147	25.2075	-14.0900	3.7738	75.2838	0.00
0x50	 17:41:03.075	-140.8691	62.5610	20.2026	-16.0895	4.3726	75.4156	0.00
0x50	 17:41:03.079	-140.8691	62.5610	20.2026	-17.5891	5.0372	75.4651	0.00
0x50	 17:41:03.119	-40.6494	27.5879	14.6484	-19.0887	5.7019	75.4871	0.00
0x50	 17:41:03.119	-40.6494	27.5879	14.6484	-19.6106	6.0205	75.5804	0.00
0x50	 17:41:03.119	166.8091	-64.8193	1.4038	-20.1270	6.3336	75.6683	0.00
0x50	 17:41:03.119	166.8091	-64.8193	1.4038	-18.5779	5.7184	75.9485	0.00
0x50	 17:41:03.129	146.4844	-48.4619	-38.5132	-17.0398	5.0977	76.2122	0.00
0x50	 17:41:03.139	146.4844	-48.4619	-38.5132	-15.7269	4.5044	76.0089	0.00
0x50	 17:41:03.149	185.9131	-50.3540	-63.2324	-14.4196	3.9166	75.8002	0.00
0x50	 17:41:03.158	185.9131	-50.3540	-63.2324	-12.6892	3.2959	75.3168	0.00
0x50	 17:41:03.168	277.4048	-94.8486	-60.5469	-10.9644	2.6971	74.8169	0.00
0x50	 17:41:03.178	277.4048	-94.8486	-60.5469	-8.2837	1.6919	74.3774	0.00
0x50	 17:41:03.188	276.6113	-113.4033	-76.4771	-5.6140	0.7196	73.8940	0.00
0x50	 17:41:03.198	276.6113	-113.4033	-76.4771	-2.8729	-0.4230	73.1854	0.00
0x50	 17:41:03.208	255.3711	-142.3950	-74.5850	-0.1318	-1.5216	72.4274	0.00
0x50	 17:41:03.218	255.3711	-142.3950	-74.5850	2.5433	-2.9004	71.5759	0.00
0x50	 17:41:03.228	222.8394	-136.3525	-61.0352	5.2350	-4.2242	70.6641	0.00
0x50	 17:41:03.237	222.8394	-136.3525	-61.0352	7.7234	-5.5701	69.8401	0.00
0x50	 17:41:03.247	114.3799	-79.2236	-50.3540	10.2283	-6.8719	68.9612	0.00
0x50	 17:41:03.258	114.3799	-79.2236	-50.3540	11.7004	-7.6025	68.2416	0.00
0x50	 17:41:03.270	25.5127	-19.9585	-22.5830	13.1781	-8.3112	67.5055	0.00
0x50	 17:41:03.304	25.5127	-19.9585	-22.5830	13.7054	-8.4814	67.1704	0.00
0x50	 17:41:03.304	-29.4800	12.0239	12.5732	14.2328	-8.6462	66.8298	0.00
0x50	 17:41:03.304	-29.4800	12.0239	12.5732	14.1229	-8.5913	66.9177	0.00
0x50	 17:41:03.307	-99.0601	33.4473	27.5269	14.0131	-8.5364	67.0001	0.00
0x50	 17:41:03.318	-99.0601	33.4473	27.5269	13.1561	-8.3167	67.2858	0.00
0x50	 17:41:03.327	-182.1289	53.6499	37.1094	12.3102	-8.0969	67.5659	0.00
0x50	 17:41:03.337	-182.1289	53.6499	37.1094	10.5853	-7.6685	67.9724	0.00
0x50	 17:41:03.347	-237.3657	92.9565	56.2134	8.8715	-7.2290	68.3624	0.00
0x50	 17:41:03.357	-237.3657	92.9565	56.2134	6.4929	-6.3721	68.9941	0.00
0x50	 17:41:03.367	-250.8545	103.2104	67.3828	4.1418	-5.4932	69.5819	0.00
0x50	 17:41:03.377	-250.8545	103.2104	67.3828	1.5381	-4.4659	70.2960	0.00
0x50	 17:41:03.387	-228.3325	75.5005	66.5283	-1.0217	-3.4167	70.9552	0.00
0x50	 17:41:03.397	-228.3325	75.5005	66.5283	-3.4277	-2.6038	71.6144	0.00
0x50	 17:41:03.407	-211.0596	59.8755	54.2603	-5.8118	-1.7743	72.2351	0.00
0x50	 17:41:03.417	-211.0596	59.8755	54.2603	-8.0420	-1.1041	72.7405	0.00
0x50	 17:41:03.427	-204.7729	46.6919	37.2925	-10.2557	-0.4120	73.2129	0.00
0x50	 17:41:03.437	-204.7729	46.6919	37.2925	-12.4036	0.1318	73.5205	0.00
0x50	 17:41:03.447	-138.7939	34.1187	34.2407	-14.5349	0.6866	73.8007	0.00
0x50	 17:41:03.457	-138.7939	34.1187	34.2407	-16.0126	1.1151	74.0753	0.00
0x50	 17:41:03.484	-37.9028	0.1221	16.6626	-17.4792	1.5436	74.3335	0.00
0x50	 17:41:03.484	-37.9028	0.1221	16.6626	-17.9736	1.6040	74.5367	0.00
0x50	 17:41:03.486	115.2954	-57.3120	10.4980	-18.4570	1.6699	74.7345	0.00
0x50	 17:41:03.496	115.2954	-57.3120	10.4980	-17.4298	1.1591	75.0641	0.00
0x50	 17:41:03.506	88.9893	-41.6870	-12.8784	-16.4081	0.6427	75.3772	0.00
0x50	 17:41:03.516	88.9893	-41.6870	-12.8784	-15.6445	0.1813	75.4047	0.00
0x50	 17:41:03.526	75.0732	-8.8501	-50.3540	-14.8810	-0.2747	75.4266	0.00
0x50	 17:41:03.536	75.0732	-8.8501	-50.3540	-14.1998	-0.4889	74.9652	0.00
0x50	 17:41:03.546	166.0156	-55.3589	-50.2319	-13.5242	-0.6921	74.5093	0.00
0x50	 17:41:03.556	166.0156	-55.3589	-50.2319	-11.9037	-1.3074	74.1302	0.00
0x50	 17:41:03.566	228.8818	-100.8301	-48.9502	-10.2942	-1.9006	73.7347	0.00
0x50	 17:41:03.576	228.8818	-100.8301	-48.9502	-8.0090	-2.9333	73.3777	0.00
0x50	 17:41:03.586	188.4155	-98.1445	-56.0913	-5.7294	-3.9496	72.9877	0.00
0x50	 17:41:03.596	188.4155	-98.1445	-56.0913	-3.8232	-4.9823	72.4823	0.00
0x50	 17:41:03.606	163.3301	-84.6558	-68.2983	-1.9226	-5.9930	71.9495	0.00
0x50	 17:41:03.616	163.3301	-84.6558	-68.2983	-0.2032	-6.8555	71.2354	0.00
0x50	 17:41:03.626	144.0430	-81.7261	-64.8193	1.5216	-7.6904	70.5048	0.00
0x50	 17:41:03.636	144.0430	-81.7261	-64.8193	3.1366	-8.5034	69.7577	0.00
0x50	 17:41:03.646	104.0039	-58.1665	-43.1519	4.7571	-9.2889	68.9941	0.00
0x50	 17:41:03.656	104.0039	-58.1665	-43.1519	6.0315	-9.8383	68.4229	0.00
0x50	 17:41:03.666	54.0161	-54.1992	-5.3711	7.3059	-10.3711	67.8406	0.00
0x50	 17:41:03.676	54.0161	-54.1992	-5.3711	8.0640	-10.9204	67.6263	0.00
0x50	 17:41:03.685	-9.2163	-57.7393	21.1792	8.8220	-11.4642	67.4066	0.00
0x50	 17:41:03.716	-9.2163	-57.7393	21.1792	8.9539	-12.1124	67.4396	0.00
0x50	 17:41:03.716	-87.2192	3.5400	49.0112	9.0857	-12.7606	67.4670	0.00
0x50	 17:41:03.716	-87.2192	3.5400	49.0112	8.3716	-12.8705	67.8735	0.00
0x50	 17:41:03.725	-197.3877	100.9521	63.5986	7.6630	-12.9749	68.2855	0.00
0x50	 17:41:03.735	-197.3877	100.9521	63.5986	5.7184	-12.1069	68.9612	0.00
0x50	 17:41:03.745	-281.8604	164.4287	74.8901	3.8013	-11.2225	69.6039	0.00
0x50	 17:41:03.755	-281.8604	164.4287	74.8901	0.8459	-9.5911	70.3949	0.00
0x50	 17:41:03.765	-278.0151	159.6069	79.0405	-2.0490	-7.9266	71.0925	0.00
0x50	 17:41:03.775	-278.0151	159.6069	79.0405	-5.0043	-6.2402	71.8121	0.00
0x50	 17:41:03.786	-208.4961	111.6333	80.7495	-7.9102	-4.5264	72.4329	0.00
0x50	 17:41:03.795	-208.4961	111.6333	80.7495	-10.1569	-3.2574	73.1140	0.00
0x50	 17:41:03.805	-121.2769	54.6265	60.4248	-12.3761	-1.9775	73.7292	0.00
0x50	 17:41:03.815	-121.2769	54.6265	60.4248	-13.7329	-1.2964	74.2566	0.00
0x50	 17:41:03.825	-49.6826	19.6533	24.1089	-15.0787	-0.6097	74.7565	0.00
0x50	 17:41:03.835	-49.6826	19.6533	24.1089	-15.7104	-0.3516	74.9982	0.00
0x50	 17:41:03.850	95.6421	-47.0581	-3.2349	-16.3367	-0.0934	75.2344	0.00
0x50	 17:41:03.860	95.6421	-47.0581	-3.2349	-15.5237	-0.5493	75.3937	0.00
0x50	 17:41:03.865	114.5020	-35.8887	-20.8740	-14.7162	-0.9998	75.5475	0.00
0x50	 17:41:03.898	114.5020	-35.8887	-20.8740	-13.7000	-1.4117	75.4816	0.00
0x50	 17:41:03.898	128.9063	-25.3296	-56.2744	-12.6892	-1.8182	75.4047	0.00
0x50	 17:41:03.898	128.9063	-25.3296	-56.2744	-11.4917	-2.1643	74.9323	0.00
0x50	 17:41:03.905	245.6665	-90.3931	-66.8945	-10.2997	-2.4994	74.4598	0.00
0x50	 17:41:03.915	245.6665	-90.3931	-66.8945	-7.9156	-3.4497	73.9600	0.00
0x50	 17:41:03.925	294.7998	-127.3804	-72.3267	-5.5426	-4.3781	73.4216	0.00
0x50	 17:41:03.934	294.7998	-127.3804	-72.3267	-2.6312	-5.6744	72.7954	0.00
0x50	 17:41:03.945	262.3901	-115.1733	-88.1348	0.2802	-6.9379	72.1143	0.00
0x50	 17:41:03.954	262.3901	-115.1733	-88.1348	3.1091	-8.1024	71.2628	0.00
0x50	 17:41:03.964	206.7871	-126.7090	-91.0645	5.8557	-9.1626	70.2576	0.00
0x50	 17:41:03.975	206.7871	-126.7090	-91.0645	8.4375	-10.2393	69.1479	0.00
0x50	 17:41:03.984	150.1465	-115.6006	-64.2090	10.8600	-11.3379	67.9395	0.00
0x50	 17:41:03.994	150.1465	-115.6006	-64.2090	13.0408	-12.3651	66.8243	0.00
0x50	 17:41:04.004	71.5942	-67.2607	-18.7378	14.9854	-13.3429	65.8081	0.00
0x50	 17:41:04.014	71.5942	-67.2607	-18.7378	16.4905	-14.1229	65.0555	0.00
0x50	 17:41:04.024	4.5776	-9.0942	17.0288	17.5562	-14.7272	64.5776	0.00
0x50	 17:41:04.034	4.5776	-9.0942	17.0288	18.2098	-15.1227	64.3689	0.00
0x50	 17:41:04.044	-89.7217	66.2842	26.9165	18.4570	-15.3149	64.4238	0.00
0x50	 17:41:04.082	-89.7217	66.2842	26.9165	18.1604	-15.1611	64.6545	0.00
0x50	 17:41:04.082	-176.3916	108.4595	39.4287	17.3364	-14.6667	65.0555	0.00
0x50	 17:41:04.082	-176.3916	108.4595	39.4287	16.0126	-13.9581	65.5719	0.00
0x50	 17:41:04.084	-210.9985	118.3472	53.6499	14.1998	-13.0298	66.1871	0.00
0x50	 17:41:04.094	-210.9985	118.3472	53.6499	12.1729	-12.0245	66.8628	0.00
0x50	 17:41:04.104	-200.0732	106.5674	66.7725	9.9426	-10.9479	67.5934	0.00
0x50	 17:41:04.114	-200.0732	106.5674	66.7725	7.7399	-9.9042	68.3514	0.00
0x50	 17:41:04.124	-179.6875	85.8765	64.5752	5.5756	-8.8934	69.1370	0.00
0x50	 17:41:04.134	-179.6875	85.8765	64.5752	3.5046	-7.9596	69.8840	0.00
0x50	 17:41:04.144	-166.0767	70.4956	52.6733	1.5326	-7.1027	70.5872	0.00
0x50	 17:41:04.153	-166.0767	70.4956	52.6733	-0.3571	-6.3007	71.2134	0.00
0x50	 17:41:04.164	-132.5073	49.7437	34.9731	-2.1808	-5.5646	71.7572	0.00
0x50	 17:41:04.173	-132.5073	49.7437	34.9731	-3.8232	-4.9164	72.2021	0.00
0x50	 17:41:04.183	-75.8057	23.8037	19.1040	-5.2954	-4.3726	72.5537	0.00
0x50	 17:41:04.193	-75.8057	23.8037	19.1040	-6.4709	-3.9661	72.8229	0.00
0x50	 17:41:04.203	-21.4844	9.8877	4.0283	-7.3608	-3.6914	73.0261	0.00
0x50	 17:41:04.213	-21.4844	9.8877	4.0283	-7.9651	-3.4937	73.1525	0.00
0x50	 17:41:04.224	29.5410	-7.5684	-8.9111	-8.2947	-3.3838	73.2129	0.00
0x50	 17:41:04.233	29.5410	-7.5684	-8.9111	-8.3606	-3.3673	73.2184	0.00
0x50	 17:41:04.243	64.5142	-20.6909	-20.0806	-8.1628	-3.4387	73.1580	0.00
0x50	 17:41:04.253	64.5142	-20.6909	-20.0806	-7.7728	-3.5870	73.0481	0.00
0x50	 17:41:04.264	81.1768	-28.0151	-28.9917	-7.1960	-3.8068	72.8888	0.00
0x50	 17:41:04.273	81.1768	-28.0151	-28.9917	-6.5204	-4.0649	72.6746	0.00
0x50	 17:41:04.283	99.6094	-39.0625	-29.9683	-5.7458	-4.3506	72.4109	0.00
0x50	 17:41:04.315	99.6094	-39.0625	-29.9683	-4.8669	-4.6967	72.1307	0.00
0x50	 17:41:04.315	101.7456	-42.5415	-31.1279	-3.8837	-5.0922	71.8451	0.00
0x50	 17:41:04.315	101.7456	-42.5415	-31.1279	-2.8784	-5.4987	71.5430	0.00
0x50	 17:41:04.323	90.0879	-43.2739	-29.6021	-1.8457	-5.9216	71.2189	0.00
