StartTime: 2020-09-24 17:40:40.285
address	Time(s)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)
0x50	 17:41:04.333	90.0879	-43.2739	-29.6021	-0.8514	-6.3446	70.8838	0.00
0x50	 17:41:04.343	69.6411	-65.0635	-25.3296	0.0934	-6.7676	70.5487	0.00
0x50	 17:41:04.353	69.6411	-65.0635	-25.3296	0.9778	-7.3059	70.2136	0.00
0x50	 17:41:04.363	33.6304	-55.2979	-9.7046	1.7908	-7.9541	69.8785	0.00
0x50	 17:41:04.373	33.6304	-55.2979	-9.7046	2.4500	-8.5638	69.6149	0.00
0x50	 17:41:04.382	-31.1279	5.8594	10.8643	2.9498	-9.1461	69.4116	0.00
0x50	 17:41:04.393	-31.1279	5.8594	10.8643	3.1146	-9.4318	69.3347	0.00
0x50	 17:41:04.402	-93.3228	54.5654	30.0903	2.9333	-9.4208	69.3732	0.00
0x50	 17:41:04.413	-93.3228	54.5654	30.0903	2.3950	-9.1571	69.5270	0.00
0x50	 17:41:04.422	-126.6479	68.7866	33.8135	1.4996	-8.6407	69.7906	0.00
0x50	 17:41:04.432	-126.6479	68.7866	33.8135	0.3955	-8.0365	70.0763	0.00
0x50	 17:41:04.442	-126.5869	59.6924	36.0718	-0.8954	-7.3389	70.3839	0.00
0x50	 17:41:04.452	-126.5869	59.6924	36.0718	-2.2192	-6.6742	70.6970	0.00
0x50	 17:41:04.462	-102.3560	41.6870	35.7056	-3.5596	-6.0425	71.0211	0.00
0x50	 17:41:04.496	-102.3560	41.6870	35.7056	-4.7845	-5.4877	71.3452	0.00
0x50	 17:41:04.496	-77.0264	40.0391	30.6396	-5.8997	-5.0208	71.6693	0.00
0x50	 17:41:04.496	-77.0264	40.0391	30.6396	-6.8994	-4.5648	71.9714	0.00
0x50	 17:41:04.501	-49.1333	36.9263	19.5923	-7.7728	-4.1144	72.2461	0.00
0x50	 17:41:04.511	-49.1333	36.9263	19.5923	-8.5144	-3.6914	72.4658	0.00
0x50	 17:41:04.521	6.4697	6.4697	0.5493	-9.1187	-3.2849	72.6361	0.00
0x50	 17:41:04.531	6.4697	6.4697	0.5493	-9.4373	-3.0432	72.7350	0.00
0x50	 17:41:04.541	66.0400	-26.9775	-15.8081	-9.4812	-2.9608	72.7679	0.00
0x50	 17:41:04.551	66.0400	-26.9775	-15.8081	-9.2175	-3.0652	72.7350	0.00
0x50	 17:41:04.561	87.1582	-31.3721	-27.0386	-8.6462	-3.3453	72.6471	0.00
0x50	 17:41:04.571	87.1582	-31.3721	-27.0386	-7.9541	-3.6530	72.4933	0.00
0x50	 17:41:04.581	99.3042	-32.2876	-33.1421	-7.1411	-3.9935	72.2736	0.00
0x50	 17:41:04.591	99.3042	-32.2876	-33.1421	-6.2567	-4.3341	72.0154	0.00
0x50	 17:41:04.601	112.2437	-41.4429	-35.6445	-5.2899	-4.6692	71.7078	0.00
0x50	 17:41:04.611	112.2437	-41.4429	-35.6445	-4.2517	-5.0537	71.3837	0.00
0x50	 17:41:04.620	115.3564	-43.5181	-35.1563	-3.1311	-5.4712	71.0376	0.00
0x50	 17:41:04.630	115.3564	-43.5181	-35.1563	-1.9830	-5.8942	70.6805	0.00
0x50	 17:41:04.641	106.5674	-42.1143	-35.6445	-0.8075	-6.3281	70.3125	0.00
0x50	 17:41:04.650	106.5674	-42.1143	-35.6445	0.3296	-6.7511	69.9280	0.00
0x50	 17:41:04.660	91.9189	-41.6260	-34.6069	1.4392	-7.1576	69.5325	0.00
0x50	 17:41:04.670	91.9189	-41.6260	-34.6069	2.4939	-7.5641	69.1260	0.00
0x50	 17:41:04.680	66.9556	-40.4663	-29.6021	3.4882	-7.9596	68.7140	0.00
0x50	 17:41:04.691	66.9556	-40.4663	-29.6021	4.3726	-8.3496	68.3185	0.00
0x50	 17:41:04.726	39.1235	-36.6821	-17.7002	5.1526	-8.7341	67.9340	0.00
0x50	 17:41:04.726	39.1235	-36.6821	-17.7002	5.8063	-9.1022	67.6044	0.00
0x50	 17:41:04.726	3.6011	-15.6860	1.7090	6.3281	-9.4537	67.3242	0.00
0x50	 17:41:04.730	3.6011	-15.6860	1.7090	6.6687	-9.7174	67.1484	0.00
0x50	 17:41:04.740	-42.3584	16.1133	21.5454	6.8280	-9.8932	67.0825	0.00
0x50	 17:41:04.750	-42.3584	16.1133	21.5454	6.7236	-9.9207	67.1320	0.00
0x50	 17:41:04.760	-96.4966	51.0254	26.6113	6.3666	-9.8108	67.3077	0.00
0x50	 17:41:04.770	-96.4966	51.0254	26.6113	5.7019	-9.5251	67.5385	0.00
0x50	 17:41:04.780	-121.3379	65.8569	27.2827	4.7351	-9.0582	67.8131	0.00
0x50	 17:41:04.790	-121.3379	65.8569	27.2827	3.6145	-8.5034	68.1042	0.00
0x50	 17:41:04.800	-107.1167	65.6128	34.7900	2.3511	-7.8497	68.3954	0.00
0x50	 17:41:04.810	-107.1167	65.6128	34.7900	1.1371	-7.1851	68.7250	0.00
0x50	 17:41:04.820	-72.7539	53.2227	35.7056	-0.0275	-6.5149	69.0875	0.00
0x50	 17:41:04.830	-72.7539	53.2227	35.7056	-1.0327	-5.8942	69.4556	0.00
0x50	 17:41:04.839	-26.9165	28.4424	19.9585	-1.8896	-5.3394	69.8291	0.00
0x50	 17:41:04.850	-26.9165	28.4424	19.9585	-2.5214	-4.9054	70.1257	0.00
0x50	 17:41:04.860	32.3486	-9.3384	-6.5308	-2.9279	-4.6033	70.3564	0.00
0x50	 17:41:04.870	32.3486	-9.3384	-6.5308	-3.0267	-4.4934	70.4663	0.00
0x50	 17:41:04.905	74.1577	-23.6816	-22.6440	-2.8180	-4.5813	70.4443	0.00
0x50	 17:41:04.905	74.1577	-23.6816	-22.6440	-2.3840	-4.7461	70.3400	0.00
0x50	 17:41:04.905	99.5483	-34.3018	-30.7617	-1.7194	-4.9768	70.1477	0.00
0x50	 17:41:04.909	99.5483	-34.3018	-30.7617	-0.9119	-5.2625	69.9060	0.00
0x50	 17:41:04.919	114.6851	-55.5420	-34.7290	0.0385	-5.5865	69.6094	0.00
0x50	 17:41:04.929	114.6851	-55.5420	-34.7290	1.0876	-6.0150	69.2743	0.00
0x50	 17:41:04.939	113.0371	-73.3643	-39.1846	2.2357	-6.5369	68.9063	0.00
0x50	 17:41:04.949	113.0371	-73.3643	-39.1846	3.4167	-7.1521	68.4778	0.00
0x50	 17:41:04.959	83.1909	-72.1436	-34.6680	4.6362	-7.8607	67.9999	0.00
0x50	 17:41:04.969	83.1909	-72.1436	-34.6680	5.7568	-8.5583	67.5110	0.00
0x50	 17:41:04.979	24.0479	-32.4097	-14.3433	6.7786	-9.2560	67.0221	0.00
0x50	 17:41:04.989	24.0479	-32.4097	-14.3433	7.5092	-9.7668	66.6486	0.00
0x50	 17:41:04.999	-36.1328	12.4512	12.1460	7.9486	-10.0909	66.3904	0.00
0x50	 17:41:05.009	-36.1328	12.4512	12.1460	8.0475	-10.2063	66.3025	0.00
0x50	 17:41:05.019	-78.9795	38.2690	31.4331	7.8003	-10.1184	66.3739	0.00
0x50	 17:41:05.029	-78.9795	38.2690	31.4331	7.2894	-9.9097	66.5717	0.00
0x50	 17:41:05.039	-113.5254	66.5894	35.7666	6.5149	-9.5856	66.8903	0.00
0x50	 17:41:05.049	-113.5254	66.5894	35.7666	5.5316	-9.1132	67.2473	0.00
0x50	 17:41:05.059	-120.9106	84.7168	38.6353	4.3396	-8.4869	67.6483	0.00
0x50	 17:41:05.069	-120.9106	84.7168	38.6353	3.0817	-7.7509	68.0658	0.00
0x50	 17:41:05.078	-94.4824	73.8525	37.2314	1.7688	-6.9104	68.4998	0.00
0x50	 17:41:05.088	-94.4824	73.8525	37.2314	0.5658	-6.1084	68.9172	0.00
0x50	 17:41:05.098	-19.8975	24.3530	18.6768	-0.5164	-5.3503	69.3292	0.00
0x50	 17:41:05.108	-19.8975	24.3530	18.6768	-1.2360	-4.8395	69.6478	0.00
0x50	 17:41:05.134	55.7861	-20.7520	-9.4604	-1.5820	-4.5758	69.8895	0.00
0x50	 17:41:05.135	55.7861	-20.7520	-9.4604	-1.5436	-4.5428	69.9884	0.00
0x50	 17:41:05.138	89.4775	-28.1982	-27.0996	-1.1096	-4.7461	69.9554	0.00
0x50	 17:41:05.149	89.4775	-28.1982	-27.0996	-0.4889	-4.9823	69.8181	0.00
0x50	 17:41:05.158	124.2676	-38.9404	-36.4990	0.3076	-5.2515	69.5874	0.00
0x50	 17:41:05.168	124.2676	-38.9404	-36.4990	1.3019	-5.5701	69.3018	0.00
0x50	 17:41:05.178	163.5742	-58.4717	-45.7764	2.4719	-5.9271	68.9557	0.00
0x50	 17:41:05.188	163.5742	-58.4717	-45.7764	3.8672	-6.3776	68.5382	0.00
0x50	 17:41:05.198	174.1943	-64.2700	-49.2554	5.4877	-6.9049	68.0493	0.00
0x50	 17:41:05.208	174.1943	-64.2700	-49.2554	7.1906	-7.4487	67.5110	0.00
0x50	 17:41:05.218	161.1328	-64.4531	-48.8892	8.9868	-8.0090	66.9232	0.00
0x50	 17:41:05.228	161.1328	-64.4531	-48.8892	10.7501	-8.5419	66.3025	0.00
0x50	 17:41:05.238	132.2021	-80.9326	-43.0298	12.4915	-9.0582	65.6543	0.00
0x50	 17:41:05.248	132.2021	-80.9326	-43.0298	14.1229	-9.6515	64.9951	0.00
0x50	 17:41:05.258	93.2007	-79.2847	-25.6958	15.6555	-10.3162	64.3140	0.00
0x50	 17:41:05.268	93.2007	-79.2847	-25.6958	17.0068	-10.9863	63.7042	0.00
0x50	 17:41:05.278	34.1797	-44.5557	-7.1411	18.1824	-11.6785	63.1604	0.00
0x50	 17:41:05.312	34.1797	-44.5557	-7.1411	19.0393	-12.2278	62.7484	0.00
0x50	 17:41:05.312	-22.0337	7.9956	6.5918	19.5831	-12.6508	62.4792	0.00
0x50	 17:41:05.312	-22.0337	7.9956	6.5918	19.8029	-12.8485	62.3694	0.00
0x50	 17:41:05.317	-73.9746	45.5322	13.9160	19.6930	-12.8265	62.4188	0.00
0x50	 17:41:05.328	-73.9746	45.5322	13.9160	19.2755	-12.6288	62.5726	0.00
0x50	 17:41:05.337	-102.1118	52.9785	23.4985	18.5559	-12.2498	62.8253	0.00
0x50	 17:41:05.347	-102.1118	52.9785	23.4985	17.6550	-11.8433	63.1384	0.00
0x50	 17:41:05.357	-98.5107	41.7480	29.9683	16.5729	-11.3928	63.5120	0.00
0x50	 17:41:05.367	-98.5107	41.7480	29.9683	15.4962	-11.0028	63.9075	0.00
0x50	 17:41:05.377	-98.5107	41.7480	29.9683	14.4086	-10.6677	64.3140	0.00
0x50	 17:41:05.387	-90.0879	28.6255	27.2217	13.3374	-10.3217	64.7095	0.00
0x50	 17:41:05.397	-90.0879	28.6255	27.2217	12.3322	-10.0964	65.0555	0.00
0x50	 17:41:05.407	-92.5903	28.9307	26.0010	11.3379	-9.8602	65.3906	0.00
0x50	 17:41:05.417	-92.5903	28.9307	26.0010	10.3162	-9.6185	65.7202	0.00
0x50	 17:41:05.427	-88.0127	30.0903	21.1792	9.2999	-9.3768	66.0388	0.00
0x50	 17:41:05.437	-88.0127	30.0903	21.1792	8.3112	-9.1022	66.3135	0.00
0x50	 17:41:05.447	-66.2231	21.7285	16.6626	7.3389	-8.8330	66.5826	0.00
0x50	 17:41:05.457	-66.2231	21.7285	16.6626	6.5808	-8.6298	66.7969	0.00
0x50	 17:41:05.467	-46.9360	18.0664	12.3291	5.8337	-8.4265	67.0056	0.00
0x50	 17:41:05.477	-46.9360	18.0664	12.3291	5.2844	-8.2562	67.1649	0.00
0x50	 17:41:05.487	-35.7666	18.6157	8.1787	4.7351	-8.0804	67.3187	0.00
0x50	 17:41:05.497	-35.7666	18.6157	8.1787	4.3121	-7.8992	67.4341	0.00
0x50	 17:41:05.507	-19.0430	13.0005	4.6387	3.8892	-7.7124	67.5439	0.00
0x50	 17:41:05.542	-19.0430	13.0005	4.6387	3.6365	-7.5751	67.6099	0.00
0x50	 17:41:05.542	-1.9531	3.7231	0.0000	3.3893	-7.4432	67.6758	0.00
0x50	 17:41:05.542	-1.9531	3.7231	0.0000	3.3234	-7.3938	67.6868	0.00
0x50	 17:41:05.547	11.2305	-5.5542	-3.1738	3.2574	-7.3444	67.6923	0.00
0x50	 17:41:05.556	11.2305	-5.5542	-3.1738	3.3453	-7.3938	67.6593	0.00
0x50	 17:41:05.567	16.1743	-6.1035	-4.1504	3.4277	-7.4377	67.6263	0.00
0x50	 17:41:05.576	16.1743	-6.1035	-4.1504	3.5815	-7.4982	67.5714	0.00
0x50	 17:41:05.586	4.4556	2.7466	-4.1504	3.7354	-7.5531	67.5165	0.00
0x50	 17:41:05.596	4.4556	2.7466	-4.1504	3.7793	-7.5201	67.4561	0.00
0x50	 17:41:05.606	6.4697	-0.7935	-1.4038	3.8287	-7.4872	67.4011	0.00
0x50	 17:41:05.616	6.4697	-0.7935	-1.4038	3.8892	-7.4872	67.3737	0.00
0x50	 17:41:05.626	6.8359	-3.1128	-0.6104	3.9441	-7.4872	67.3462	0.00
0x50	 17:41:05.636	6.8359	-3.1128	-0.6104	4.0155	-7.5201	67.3187	0.00
0x50	 17:41:05.646	-3.1738	2.1362	-0.1221	4.0814	-7.5476	67.2913	0.00
0x50	 17:41:05.656	-3.1738	2.1362	-0.1221	4.0485	-7.5256	67.2803	0.00
0x50	 17:41:05.666	-5.7983	4.0283	1.2207	4.0155	-7.5037	67.2638	0.00
0x50	 17:41:05.678	-5.7983	4.0283	1.2207	3.9496	-7.4597	67.2638	0.00
0x50	 17:41:05.686	-5.9204	3.4790	2.2583	3.8837	-7.4213	67.2638	0.00
0x50	 17:41:05.696	-5.9204	3.4790	2.2583	3.8068	-7.3828	67.2803	0.00
0x50	 17:41:05.729	-3.6011	1.4648	0.7935	3.7299	-7.3444	67.2913	0.00
0x50	 17:41:05.729	-3.6011	1.4648	0.7935	3.6694	-7.3224	67.2913	0.00
0x50	 17:41:05.729	-1.5869	0.0000	1.0376	3.6145	-7.3059	67.2913	0.00
0x50	 17:41:05.736	-1.5869	0.0000	1.0376	3.5815	-7.3059	67.2913	0.00
0x50	 17:41:05.746	1.1597	-0.3662	-0.5493	3.5431	-7.3004	67.2913	0.00
0x50	 17:41:05.756	1.1597	-0.3662	-0.5493	3.5376	-7.3004	67.2748	0.00
0x50	 17:41:05.772	1.1597	-0.1831	-0.2441	3.5321	-7.3059	67.2638	0.00
0x50	 17:41:05.778	1.1597	-0.1831	-0.2441	3.5321	-7.3059	67.2473	0.00
0x50	 17:41:05.785	-0.4272	0.3052	-0.7935	3.5321	-7.3059	67.2363	0.00
0x50	 17:41:05.795	-0.4272	0.3052	-0.7935	3.5156	-7.2949	67.2144	0.00
0x50	 17:41:05.805	-0.4883	-1.5869	0.0000	3.5046	-7.2894	67.1924	0.00
0x50	 17:41:05.814	-0.4883	-1.5869	0.0000	3.4882	-7.3004	67.1759	0.00
0x50	 17:41:05.824	2.3804	-2.8687	1.4038	3.4772	-7.3059	67.1649	0.00
0x50	 17:41:05.834	2.3804	-2.8687	1.4038	3.4882	-7.3389	67.1649	0.00
0x50	 17:41:05.844	-3.3569	0.1221	-0.4883	3.4937	-7.3663	67.1704	0.00
0x50	 17:41:05.854	-3.3569	0.1221	-0.4883	3.4497	-7.3608	67.1539	0.00
0x50	 17:41:05.864	1.4648	-1.2817	0.6714	3.4003	-7.3553	67.1375	0.00
0x50	 17:41:05.874	1.4648	-1.2817	0.6714	3.4058	-7.3663	67.1375	0.00
0x50	 17:41:05.884	1.0986	0.0000	1.0376	3.4058	-7.3773	67.1320	0.00
0x50	 17:41:05.894	1.0986	0.0000	1.0376	3.4003	-7.3773	67.1320	0.00
0x50	 17:41:05.904	0.0000	1.4038	0.2441	3.4003	-7.3773	67.1375	0.00
0x50	 17:41:05.914	0.0000	1.4038	0.2441	3.3838	-7.3608	67.1320	0.00
0x50	 17:41:05.924	0.5493	0.5493	-1.0986	3.3673	-7.3499	67.1265	0.00
0x50	 17:41:05.958	0.5493	0.5493	-1.0986	3.3618	-7.3389	67.1100	0.00
0x50	 17:41:05.958	1.5259	0.3052	-0.6714	3.3563	-7.3334	67.0935	0.00
0x50	 17:41:05.958	1.5259	0.3052	-0.6714	3.3673	-7.3224	67.0770	0.00
0x50	 17:41:05.964	-0.4883	2.4414	0.4883	3.3728	-7.3169	67.0605	0.00
0x50	 17:41:05.974	-0.4883	2.4414	0.4883	3.3618	-7.2949	67.0605	0.00
0x50	 17:41:05.984	-4.3335	4.9438	-0.0610	3.3508	-7.2675	67.0551	0.00
0x50	 17:41:05.994	-4.3335	4.9438	-0.0610	3.2959	-7.2180	67.0496	0.00
0x50	 17:41:06.004	-2.0752	2.3193	0.0000	3.2410	-7.1686	67.0441	0.00
0x50	 17:41:06.014	-2.0752	2.3193	0.0000	3.2025	-7.1411	67.0386	0.00
0x50	 17:41:06.024	1.4648	-0.1831	0.1221	3.1696	-7.1136	67.0331	0.00
0x50	 17:41:06.034	1.4648	-0.1831	0.1221	3.1750	-7.1136	67.0331	0.00
0x50	 17:41:06.044	-0.6104	-0.0610	-0.0610	3.1750	-7.1082	67.0276	0.00
0x50	 17:41:06.053	-0.6104	-0.0610	-0.0610	3.1586	-7.1082	67.0221	0.00
0x50	 17:41:06.063	0.9155	-0.9766	0.3052	3.1421	-7.1027	67.0111	0.00
0x50	 17:41:06.073	0.9155	-0.9766	0.3052	3.1366	-7.1136	67.0111	0.00
0x50	 17:41:06.084	1.7700	-1.2207	-0.0610	3.1311	-7.1191	67.0111	0.00
0x50	 17:41:06.093	1.7700	-1.2207	-0.0610	3.1421	-7.1301	67.0001	0.00
0x50	 17:41:06.103	-0.1831	0.6714	-0.4272	3.1476	-7.1411	66.9946	0.00
0x50	 17:41:06.136	-0.1831	0.6714	-0.4272	3.1366	-7.1356	66.9836	0.00
0x50	 17:41:06.136	-0.2441	0.1221	-0.0610	3.1256	-7.1301	66.9781	0.00
0x50	 17:41:06.136	-0.2441	0.1221	-0.0610	3.1146	-7.1246	66.9672	0.00
0x50	 17:41:06.143	-0.1831	0.5493	-0.0610	3.1036	-7.1191	66.9617	0.00
0x50	 17:41:06.153	-0.1831	0.5493	-0.0610	3.0927	-7.1136	66.9562	0.00
0x50	 17:41:06.166	-0.9155	1.0376	0.2441	3.0817	-7.1082	66.9507	0.00
0x50	 17:41:06.173	-0.9155	1.0376	0.2441	3.0597	-7.0972	66.9507	0.00
0x50	 17:41:06.183	-0.3052	-0.1831	0.0610	3.0377	-7.0862	66.9452	0.00
0x50	 17:41:06.193	-0.3052	-0.1831	0.0610	3.0267	-7.0807	66.9397	0.00
0x50	 17:41:06.203	0.2441	-0.4272	0.4272	3.0103	-7.0807	66.9342	0.00
0x50	 17:41:06.213	0.2441	-0.4272	0.4272	3.0048	-7.0862	66.9287	0.00
0x50	 17:41:06.223	-0.3052	-0.3662	0.7324	2.9993	-7.0862	66.9287	0.00
0x50	 17:41:06.233	-0.3052	-0.3662	0.7324	2.9828	-7.0917	66.9232	0.00
0x50	 17:41:06.243	-0.7324	0.0000	0.1221	2.9718	-7.0917	66.9232	0.00
0x50	 17:41:06.252	-0.7324	0.0000	0.1221	2.9498	-7.0917	66.9177	0.00
0x50	 17:41:06.263	0.0610	0.0610	-0.3662	2.9333	-7.0917	66.9122	0.00
0x50	 17:41:06.273	0.0610	0.0610	-0.3662	2.9224	-7.0917	66.9012	0.00
0x50	 17:41:06.282	-0.6104	0.0000	-0.7935	2.9114	-7.0862	66.8903	0.00
0x50	 17:41:06.315	-0.6104	0.0000	-0.7935	2.9004	-7.0862	66.8738	0.00
0x50	 17:41:06.315	0.9155	-1.2817	-0.1221	2.8839	-7.0807	66.8628	0.00
0x50	 17:41:06.315	0.9155	-1.2817	-0.1221	2.8839	-7.0917	66.8518	0.00
0x50	 17:41:06.323	0.6104	0.3662	1.3428	2.8894	-7.1027	66.8408	0.00
0x50	 17:41:06.332	0.6104	0.3662	1.3428	2.8894	-7.0972	66.8463	0.00
0x50	 17:41:06.344	-2.7466	4.0894	1.1597	2.8839	-7.0972	66.8518	0.00
0x50	 17:41:06.352	-2.7466	4.0894	1.1597	2.8455	-7.0587	66.8573	0.00
0x50	 17:41:06.362	-4.9438	5.6152	-0.4272	2.8070	-7.0203	66.8683	0.00
0x50	 17:41:06.372	-4.9438	5.6152	-0.4272	2.7466	-6.9598	66.8628	0.00
0x50	 17:41:06.382	0.4272	0.7324	0.0000	2.6862	-6.9049	66.8518	0.00
0x50	 17:41:06.392	0.4272	0.7324	0.0000	2.6807	-6.8939	66.8463	0.00
0x50	 17:41:06.402	0.9766	-1.0376	0.7935	2.6752	-6.8829	66.8408	0.00
0x50	 17:41:06.412	0.9766	-1.0376	0.7935	2.6807	-6.8939	66.8353	0.00
0x50	 17:41:06.422	-4.1504	0.1831	0.0610	2.6862	-6.8994	66.8353	0.00
0x50	 17:41:06.432	-4.1504	0.1831	0.0610	2.6367	-6.8994	66.8243	0.00
0x50	 17:41:06.442	-4.8218	-3.9063	1.4648	2.5983	-6.8939	66.8134	0.00
0x50	 17:41:06.452	-4.8218	-3.9063	1.4648	2.5543	-6.9379	66.8079	0.00
0x50	 17:41:06.462	-15.6250	1.2207	2.5024	2.5104	-6.9763	66.8079	0.00
0x50	 17:41:06.472	-15.6250	1.2207	2.5024	2.3621	-6.9708	66.8134	0.00
0x50	 17:41:06.482	-22.3999	5.0049	5.0049	2.2137	-6.9598	66.8188	0.00
0x50	 17:41:06.493	-22.3999	5.0049	5.0049	1.9885	-6.9159	66.8573	0.00
0x50	 17:41:06.501	-26.0010	7.3853	6.8970	1.7633	-6.8665	66.8903	0.00
0x50	 17:41:06.511	-26.0010	7.3853	6.8970	1.4941	-6.7950	66.9507	0.00
0x50	 17:41:06.545	-28.1982	10.1318	5.5542	1.2250	-6.7236	67.0111	0.00
0x50	 17:41:06.545	-28.1982	10.1318	5.5542	0.9283	-6.6193	67.0605	0.00
0x50	 17:41:06.545	-28.5645	11.5967	7.8125	0.6372	-6.5204	67.1100	0.00
0x50	 17:41:06.551	-28.5645	11.5967	7.8125	0.3241	-6.4050	67.1869	0.00
0x50	 17:41:06.561	-24.2310	11.0474	5.3711	0.0165	-6.2842	67.2638	0.00
0x50	 17:41:06.572	-24.2310	11.0474	5.3711	-0.2472	-6.1688	67.3132	0.00
0x50	 17:41:06.581	-16.3574	4.2725	3.0518	-0.5164	-6.0535	67.3682	0.00
0x50	 17:41:06.591	-16.3574	4.2725	3.0518	-0.7086	-6.0040	67.3956	0.00
0x50	 17:41:06.601	-6.5308	-0.5493	1.2817	-0.9009	-5.9601	67.4286	0.00
0x50	 17:41:06.611	-6.5308	-0.5493	1.2817	-0.9888	-5.9601	67.4396	0.00
0x50	 17:41:06.621	-0.8545	0.1221	0.9766	-1.0767	-5.9601	67.4561	0.00
0x50	 17:41:06.631	-0.8545	0.1221	0.9766	-1.1096	-5.9601	67.4670	0.00
0x50	 17:41:06.641	1.7090	0.5493	-1.4648	-1.1426	-5.9546	67.4725	0.00
0x50	 17:41:06.651	1.7090	0.5493	-1.4648	-1.1426	-5.9491	67.4561	0.00
0x50	 17:41:06.661	5.3101	-3.2959	-2.3804	-1.1426	-5.9436	67.4396	0.00
0x50	 17:41:06.671	5.3101	-3.2959	-2.3804	-1.0931	-5.9711	67.4066	0.00
0x50	 17:41:06.681	10.9863	-6.4087	-0.0610	-1.0492	-6.0040	67.3792	0.00
0x50	 17:41:06.691	10.9863	-6.4087	-0.0610	-0.9393	-6.0645	67.3737	0.00
0x50	 17:41:06.726	2.3804	-0.9766	-0.7324	-0.8350	-6.1304	67.3682	0.00
0x50	 17:41:06.726	2.3804	-0.9766	-0.7324	-0.8075	-6.1469	67.3517	0.00
0x50	 17:41:06.726	-2.0142	2.8687	0.1221	-0.7800	-6.1578	67.3297	0.00
0x50	 17:41:06.731	-2.0142	2.8687	0.1221	-0.8020	-6.1304	67.3242	0.00
0x50	 17:41:06.741	-4.1504	3.2959	0.5493	-0.8240	-6.1029	67.3132	0.00
0x50	 17:41:06.750	-4.1504	3.2959	0.5493	-0.8679	-6.0645	67.3077	0.00
0x50	 17:41:06.761	-1.7700	1.7700	1.2207	-0.9119	-6.0315	67.3022	0.00
0x50	 17:41:06.770	-1.7700	1.7700	1.2207	-0.9393	-6.0095	67.3132	0.00
0x50	 17:41:06.780	-0.4883	1.2207	0.8545	-0.9668	-5.9930	67.3187	0.00
0x50	 17:41:06.791	-0.4883	1.2207	0.8545	-0.9833	-5.9821	67.3242	0.00
0x50	 17:41:06.801	0.3662	1.0986	-0.3052	-0.9998	-5.9656	67.3297	0.00
0x50	 17:41:06.810	0.3662	1.0986	-0.3052	-1.0107	-5.9546	67.3187	0.00
0x50	 17:41:06.820	0.1221	0.1221	-1.1597	-1.0162	-5.9436	67.3132	0.00
0x50	 17:41:06.830	0.1221	0.1221	-1.1597	-1.0217	-5.9381	67.2968	0.00
0x50	 17:41:06.840	4.2725	-2.9297	0.1831	-1.0272	-5.9326	67.2803	0.00
0x50	 17:41:06.850	4.2725	-2.9297	0.1831	-1.0107	-5.9436	67.2638	0.00
0x50	 17:41:06.860	2.4414	-1.0376	0.9766	-0.9723	-5.9711	67.2583	0.00
0x50	 17:41:06.870	2.4414	-1.0376	0.9766	-0.9448	-5.9930	67.2528	0.00
0x50	 17:41:06.880	-2.3804	2.9907	0.2441	-0.9229	-6.0040	67.2528	0.00
